npi,nppes_provider_last_org_name,nppes_provider_first_name,nppes_provider_city,nppes_provider_state,specialty_description,description_flag,drug_name,generic_name,bene_count,total_claim_count,total_30_day_fill_count,total_day_supply,total_drug_cost,bene_count_ge65,bene_count_ge65_suppress_flag,total_claim_count_ge65,ge65_suppress_flag,total_30_day_fill_count_ge65,total_day_supply_ge65,total_drug_cost_ge65,years_of_exp
-1672819719,IRISH-PEARSON,MARGRETE,BATTLE CREEK,MI,Nurse Practitioner,S,CLONAZEPAM,CLONAZEPAM,"",11,11.0,326,143.76,"",*,"",*,"","","",= 48.0
-1783098937,JOHNSON,GARY,PITTSBURGH,PA,Family Practice,S,CIPROFLOXACIN HCL,CIPROFLOXACIN HCL,20,20,20.0,199,270.92,"",#,"",#,"","","",= 41.0
-1844741560,ROBERTSON,KAREN,GREENVILLE,SC,Nurse Practitioner,S,VALSARTAN,VALSARTAN,"",21,27.0,810,416.6,"",#,"",#,"","","",= 53.0
-1935467865,MAIZELS,MORRIS,EVERETT,WA,Family Practice,S,CLONAZEPAM,CLONAZEPAM,"",24,24.0,690,219.68,"",#,"",#,"","","",= 54.0
-1410289852,JACQMOTTE,NATHALIE,PORTLAND,OR,Family Practice,S,VENLAFAXINE HCL ER,VENLAFAXINE HCL,"",30,50.0,1500,375.44,"",*,12,"",16.0,480,132.78,= 41.0
-1763909791,CHAFFIN,RONALD,AMARILLO,TX,Cardiovascular Disease (Cardiology),S,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,14,26,60.0,1800,166.37,14,"",26,"",60.0,1800,166.37,= 43.0
-1693104034,STEPHENS,ELLEN,BATH,NY,Nurse Practitioner,S,PALIPERIDONE ER,PALIPERIDONE,"",13,13.0,390,9017.81,"",#,"",#,"","","",= 32.0
2046266615,HASAN,AYESHA,COLUMBUS,OH,Cardiovascular Disease (Cardiology),S,HYDRALAZINE HCL,HYDRALAZINE HCL,23,99,160.0,4800,1711.98,"",#,62,"",108.0,3240,1271.92,= 37.0
2016242206,GIRSHA,LENSA,MISHAWAKA,IN,Nurse Practitioner,S,GLIPIZIDE,GLIPIZIDE,"",11,27.0,810,81.38,"",*,"",*,"","","",= 48.0
-1501044120,ALONSO,WILFREDO,AGUADILLA,PR,Internal Medicine,S,CLONIDINE HCL,CLONIDINE HCL,21,135,147.0,4390,1085.11,"",#,109,"",121.0,3610,924.01,= 44.0
-1490084867,WADE,ROBERT,MOUNDSVILLE,WV,Family Practice,S,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,22,133,179.0,5233,29852.66,"",#,117,"",163.0,4771,27339.37,= 41.0
-2086927298,MAHONEY,DAVID,MT PLEASANT,SC,Family Practice,S,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,"",15,41.0,1230,176.38,"",*,15,"",41.0,1230,176.38,= 39.0
-1804311213,SRIVASTAVA,PANKAJ,DYERSBURG,TN,Internal Medicine,S,OXYBUTYNIN CHLORIDE,OXYBUTYNIN CHLORIDE,14,78,94.1,2190,1664.83,"",*,51,"",61.0,1212,943.49,= 32.0
-1824493997,CZYZEWSKI,EWA,LINDEN,NJ,Internal Medicine,S,SSD,SILVER SULFADIAZINE,"",12,12.0,238,388.69,"",*,12,"",12.0,238,388.69,= 42.0
-1955843658,LORIO,JERRY,BENTON,AR,Orthopedic Surgery,S,OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,139,239,239.3,1480,4071.66,91,"",148,"",148.0,855,2678.77,= 39.0
-1440459584,LASHIN,OSSAMA,LORAIN,OH,Endocrinology,S,ARMOUR THYROID,"THYROID,PORK","",13,24.2,726,601.6,"",*,"",*,"","","",= 44.0
-1824521866,FROM,KENDALL,ALEXANDRIA,LA,Nephrology,S,VALSARTAN,VALSARTAN,24,130,159.6,4770,3959.57,13,"",66,"",79.6,2370,2530.07,= 54.0
-1389088556,GONZALEZ DIAZ,MERBIL,MAYAGUEZ,PR,Neurology,S,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,"",34,50.0,1500,273.2,"",*,34,"",50.0,1500,273.2,= 41.0
-2107309939,BARIGIAN,JEFFREY,OAKHURST,CA,Family Practice,S,FELODIPINE ER,FELODIPINE,"",15,37.0,1110,1253.48,"",*,15,"",37.0,1110,1253.48,= 43.0
-1864942115,KEREIAKES,DEAN,CINCINNATI,OH,Interventional Cardiology,S,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,110,552,934.0,27994,4592.86,"",#,532,"",914.0,27394,4495.06,= 34.0
-1369963787,LAPERNA,LUCY,COLUMBUS,OH,Interventional Radiology,S,IBUPROFEN,IBUPROFEN,"",15,15.0,150,44.35,"",*,15,"",15.0,150,44.35,= 51.0
-1561649609,COMBS,SCOTTY,BEATTYVILLE,KY,Nurse Practitioner,S,RANITIDINE HCL,RANITIDINE HCL,32,192,222.0,6660,1972.67,19,"",104,"",112.0,3360,780.12,= 45.0
-1349740685,MOLIVER,VLADIMIR,NEW YORK,NY,Family Practice,S,GLIPIZIDE,GLIPIZIDE,"",37,37.0,1110,172.68,"",*,37,"",37.0,1110,172.68,= 31.0
2006895221,STITT,ALYSSA,MANKATO,MN,Family Practice,S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,"",35,35.0,813,1085.95,"",#,"",#,"","","",= 46.0
-1581033626,MILLER,JAMES,PALOS HEIGHTS,IL,Internal Medicine,S,GABAPENTIN,GABAPENTIN,"",38,72.0,2160,478.78,"",*,38,"",72.0,2160,478.78,= 49.0
-1309287908,DOYLE,JAMES,MONROE,MI,Family Practice,S,GLIPIZIDE,GLIPIZIDE,13,58,124.0,3720,476.95,"",#,"",#,"","","",= 46.0
-1895221239,ROGOVA,ELENA,BRONX,NY,Internal Medicine,S,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,76,216,588.0,17622,4877.83,"",#,"",#,"","","",= 34.0
-1410280653,BAYERBACH,FRANK,W BABYLON,NY,Podiatry,S,ECONAZOLE NITRATE,ECONAZOLE NITRATE,39,92,94.0,1772,12137.43,"",#,"",#,"","","",= 40.0
-1874818237,THIBODEAUX,LISA,MORGAN CITY,LA,Neurology,S,LYRICA,PREGABALIN,27,107,111.0,3260,45780.15,11,"",52,"",56.0,1610,21415.1,= 54.0
-1501167306,GINN,PATRICK,FRESNO,CA,Gastroenterology,S,LACTULOSE,LACTULOSE,"",13,13.0,84,98.5,"",*,13,"",13.0,84,98.5,= 34.0
2107877714,DIAZ SECADES,LUIS,MIAMI,FL,Internal Medicine,S,LINZESS,LINACLOTIDE,"",17,17.1,512,5426.93,"",*,17,"",17.1,512,5426.93,= 32.0
-1642454819,ARNETT,LOLA,SALYERSVILLE,KY,Nurse Practitioner,S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,126,891,891.0,24965,18581.95,56,"",368,"",368.0,10149,7281.39,= 49.0
-1389691260,THOMPSON,JOSHUA,LEBANON,TN,Nurse Practitioner,S,DULOXETINE HCL,DULOXETINE HCL,"",14,14.0,420,405.14,0,"",0,"",0.0,0,0.0,= 47.0
-1541529855,PANE,ROBERT,LAFAYETTE,CO,Internal Medicine,S,FLUOXETINE HCL,FLUOXETINE HCL,12,45,73.4,2202,360.25,12,"",45,"",73.4,2202,360.25,= 49.0
-1490106606,MCMILLAN,VICKIE,WOODSTOCK,GA,Nurse Practitioner,S,LISINOPRIL,LISINOPRIL,32,174,317.0,9490,674.61,"",#,"",#,"","","",= 35.0
-1733649237,GUADIZ,JESSE,RIALTO,CA,Family Practice,S,GLIMEPIRIDE,GLIMEPIRIDE,13,45,108.0,3240,689.27,"",#,"",#,"","","",= 34.0
-1531288900,BARZIVAND,PAYAM,TARZANA,CA,Dentist,T,IBUPROFEN,IBUPROFEN,19,21,21.0,143,76.12,"",#,"",#,"","","",= 31.0
2006880043,MCLAURIN,MARY,MINNEAPOLIS,MN,Cardiovascular Disease (Cardiology),S,CARVEDILOL,CARVEDILOL,13,34,80.0,2400,437.09,"",#,"",#,"","","",= 36.0
-1339219881,TAGAYUN,CHRISTINE,SAN DIEGO,CA,Student in an Organized Health Care Education/Training Program,T,LATANOPROST,LATANOPROST,"",24,33.0,896,297.55,"",#,"",#,"","","",= 49.0
-1591011332,KUNDRANDA,ROSHNI,PHOENIX,AZ,Internal Medicine,S,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,27,84,184.0,5520,2408.32,"",#,"",#,"","","",= 31.0
-1329538175,MOHSIN,SAFDER,SCHAUMBURG,IL,Internal Medicine,S,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,"",11,19.0,462,236.3,"",*,"",*,"","","",= 39.0
2076716571,GALA,SIMIL,GREEN BAY,WI,Cardiovascular Disease (Cardiology),S,CLONIDINE HCL,CLONIDINE HCL,"",24,24.0,720,135.43,"",*,24,"",24.0,720,135.43,= 31.0
-1410121388,MEDINA,SANTIAGO,SAN JUAN,PR,General Practice,S,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,24,90,182.0,5460,414.63,"",#,78,"",162.0,4860,384.45,= 48.0
-1662888234,BENNER,PRISCILLA,PENNSBURG,PA,Internal Medicine,S,FOSINOPRIL-HYDROCHLOROTHIAZIDE,FOSINOPRIL/HYDROCHLOROTHIAZIDE,"",12,12.2,283,251.12,"",*,12,"",12.2,283,251.12,= 42.0
-1794926897,CURRY,STEPHANIE,COLUMBIA,SC,Geriatric Medicine,S,GLIPIZIDE ER,GLIPIZIDE,"",14,34.0,1020,214.79,"",*,14,"",34.0,1020,214.79,= 32.0
-2127546776,COLLIER,MICHAEL,CAPE CORAL,FL,Internal Medicine,S,PREVACID,LANSOPRAZOLE,"",20,20.0,251,4045.18,"",*,20,"",20.0,251,4045.18,= 45.0
-2127498892,WOLF-SMALL,BRIGITTE,KILMARNOCK,VA,Family Practice,S,PREDNISONE,PREDNISONE,24,48,48.0,916,311.15,"",#,"",#,"","","",= 42.0
-1632593947,BURMASTER,REBEL,SALLISAW,OK,Nurse Practitioner,S,ZIPRASIDONE HCL,ZIPRASIDONE HCL,"",12,12.0,360,990.34,0,"",0,"",0.0,0,0.0,= 34.0
-1672676728,IKEMEFUNA,VALERIE,MINNEAPOLIS,MN,Nurse Practitioner,S,HYDRALAZINE HCL,HYDRALAZINE HCL,"",34,34.3,960,538.44,"",*,34,"",34.3,960,538.44,= 37.0
-1369716368,SMITH,JULIANNE,SHOREHAM,NY,Nurse Practitioner,S,BYSTOLIC,NEBIVOLOL HCL,"",28,82.0,2460,10506.86,"",*,28,"",82.0,2460,10506.86,= 34.0
-1309212196,SARTAIN,JARRED,TUSCALOOSA,AL,Internal Medicine,S,ENALAPRIL MALEATE,ENALAPRIL MALEATE,"",23,33.0,990,476.87,"",#,"",#,"","","",= 44.0
-1319422743,EAKES,DAVID,GULFPORT,MS,Emergency Medicine,S,PREDNISONE,PREDNISONE,17,17,17.0,84,40.75,"",*,"",*,"","","",= 37.0
-1400839395,REYES,MARILOU,LAS VEGAS,NV,Nurse Practitioner,S,CEFTRIAXONE,CEFTRIAXONE SODIUM,"",11,11.0,30,420.87,"",*,11,"",11.0,30,420.87,= 42.0
-1794937779,SAMANIEGO,MIREYA,LOS ANGELES,CA,Internal Medicine,S,LANTUS,"INSULIN GLARGINE,HUM.REC.ANLOG","",20,23.7,544,7224.67,"",*,20,"",23.7,544,7224.67,= 47.0
-1309276182,KARIM,AMIN,HOUSTON,TX,Cardiovascular Disease (Cardiology),S,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,26,100,210.0,6300,2913.0,"",#,"",#,"","","",= 32.0
-2117398707,POOCHIKIAN,VICKEN,BLADENSBURG,MD,Family Practice,S,ATENOLOL-CHLORTHALIDONE,ATENOLOL/CHLORTHALIDONE,"",18,34.0,1020,466.59,"",*,18,"",34.0,1020,466.59,= 40.0
-2066946145,HART,RICHARD,WARREN,OH,Family Practice,S,PROPRANOLOL HCL,PROPRANOLOL HCL,"",19,33.1,992,1163.34,"",*,19,"",33.1,992,1163.34,= 33.0
-1996254115,GONZALEZ DIEZ,MARIANO,ARECIBO,PR,Otolaryngology,S,PREDNISONE,PREDNISONE,41,44,44.0,376,223.97,29,"",32,"",32.0,290,163.13,= 36.0
-1864964892,HOM,HENRY,NEW YORK,NY,Internal Medicine,S,LIDOCAINE,LIDOCAINE,"",13,13.0,380,3813.03,"",*,"",*,"","","",= 34.0
-1501241715,PATEL,SEJAL,SOMERSET,NJ,Physician Assistant,S,ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,16,29,29.0,753,302.87,"",#,"",#,"","","",= 33.0
-1965638198,KAHL,MARY,EAGLE RIVER,WI,Nurse Practitioner,S,GLIPIZIDE,GLIPIZIDE,"",18,47.4,1422,154.89,"",*,"",*,"","","",= 48.0
-1319447246,D'SOUZA,MELWYN,FORT MYERS,FL,Internal Medicine,S,SULFAMETHOXAZOLE-TRIMETHOPRIM,SULFAMETHOXAZOLE/TRIMETHOPRIM,16,17,19.0,201,96.5,"",#,"",#,"","","",= 33.0
-1460772376,HEINE,DAVID,DECORAH,IA,Family Practice,S,AMRIX,CYCLOBENZAPRINE HCL,"",14,14.0,420,13143.83,0,"",0,"",0.0,0,0.0,= 54.0
2036170669,OPHEIM,KATHRYN,DAKOTA DUNES,SD,Family Practice,S,CARBIDOPA-LEVODOPA,CARBIDOPA/LEVODOPA,"",12,12.2,366,224.0,"",*,12,"",12.2,366,224.0,= 38.0
-1743727817,MURRAY,CHRISTINA,OKLAHOMA CITY,OK,Cardiovascular Disease (Cardiology),S,TORSEMIDE,TORSEMIDE,"",30,53.0,1590,1007.49,"",*,13,"",17.0,510,339.48,= 53.0
-1925522473,SONI,DEPAK,FAIRFAX,VA,Pulmonary Disease,S,XOPENEX HFA,LEVALBUTEROL TARTRATE,"",15,17.0,393,1144.46,"",#,"",#,"","","",= 31.0
2056396039,BEFAY,TRACEY,OCONTO FALLS,WI,Physician Assistant,S,VENTOLIN HFA,ALBUTEROL SULFATE,"",12,14.7,351,982.23,"",*,"",*,"","","",= 50.0
-2137288721,HOLLIS,KERI,LEBANON,TN,Physician Assistant,S,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL,18,88,88.0,2640,672.25,"",*,13,"",13.0,390,191.07,= 41.0
-1682093187,GREEN,BENNY,LITTLE ROCK,AR,Family Practice,S,OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,34,74,74.0,1227,3470.69,22,"",26,"",26.0,242,1568.98,= 41.0
-1299076443,EADES,JACK,SAVANNAH,GA,Allergy/ Immunology,S,VENTOLIN HFA,ALBUTEROL SULFATE,28,48,53.2,1489,2714.85,15,"",19,"",20.6,616,1071.26,= 48.0
-1945674459,KOLKER,CHRISTOPHER,NORWICH,CT,Family Practice,S,CARBAMAZEPINE,CARBAMAZEPINE,"",19,19.0,521,2337.93,0,"",0,"",0.0,0,0.0,= 37.0
-1521390805,ASIN,GERALD,PARADISE VALLEY,AZ,Internal Medicine,S,NOVOLIN R,"INSULIN REGULAR, HUMAN","",13,13.0,286,1745.1,"",*,13,"",13.0,286,1745.1,= 37.0
-2147392743,MINZER,NAFTALI,SPRING VALLEY,NY,Physician Assistant,S,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,13,53,57.0,1710,185.43,"",#,"",#,"","","",= 36.0
-1591093058,KENDRICK,JAMES,HOUSTON,TX,Orthopedic Surgery,S,XARELTO,RIVAROXABAN,17,19,21.3,640,7695.53,"",#,"",#,"","","",= 32.0
-1945702065,PIMENTEL,ELEONOR,CORAL GABLES,FL,Internal Medicine,S,CLONIDINE HCL,CLONIDINE HCL,"",28,30.0,775,64.36,"",*,28,"",30.0,775,64.36,= 36.0
-1824540817,REYNEN,MARK,MITCHELL,SD,Family Practice,S,CARVEDILOL,CARVEDILOL,13,24,54.0,1602,173.02,13,"",24,"",54.0,1602,173.02,= 54.0
-1682134371,WALTERS,DAVID,DALLAS,TX,Family Practice,S,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,"",14,24.0,720,1298.78,"",*,14,"",24.0,720,1298.78,= 54.0
-1511064759,BARRETT,ROBERT,GAINESVILLE,GA,Internal Medicine,S,INVOKANA,CANAGLIFLOZIN,"",40,42.0,1260,16485.86,"",#,"",#,"","","",= 44.0
-1329522178,WESTER,JANICE,LITTLETON,MA,Certified Clinical Nurse Specialist,S,DIVALPROEX SODIUM ER,DIVALPROEX SODIUM,11,65,89.0,2654,10376.18,"",*,20,"",36.0,1065,2817.04,= 37.0
-1814217483,KAPOOR,SMITA,PHOENIX,AZ,Internal Medicine,S,LOVASTATIN,LOVASTATIN,"",14,40.0,1200,131.33,"",*,"",*,"","","",= 31.0
-1996231377,BAUCUM,RALPH,SHREVEPORT,LA,Cardiovascular Disease (Cardiology),S,NIFEDICAL XL,NIFEDIPINE,"",15,19.0,570,273.29,"",*,15,"",19.0,570,273.29,= 40.0
-1925291260,SYMMONDS,CHARISSE,EMPORIA,KS,Internal Medicine,S,CLONAZEPAM,CLONAZEPAM,"",24,24.0,610,160.68,"",#,"",#,"","","",= 48.0
-2066944733,GORCZYNSKI,AMY,NEW HARTFORD,NY,Internal Medicine,S,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,"",57,103.0,3068,1333.66,"",*,57,"",103.0,3068,1333.66,= 44.0
-1379036114,CORIELL,RANDALL,HIGHLAND,CA,Family Practice,S,GLIPIZIDE,GLIPIZIDE,19,81,155.0,4640,579.76,"",#,"",#,"","","",= 35.0
-1521238592,JONES,LINDSEY,JASPER,AL,Nurse Practitioner,S,ADVAIR DISKUS,FLUTICASONE/SALMETEROL,"",40,42.0,1260,13440.88,"",*,14,"",14.0,420,4288.78,= 39.0
-1420391854,WEINGARTEN,DAVID,PORTLAND,OR,Internal Medicine,S,AMOXICILLIN-CLAVULANATE POTASS,AMOXICILLIN/POTASSIUM CLAV,11,12,12.0,109,148.77,11,"",12,"",12.0,109,148.77,= 43.0
-2046476564,BRECKE,MEGHAN,BEND,OR,Family Practice,S,POLYETHYLENE GLYCOL 3350,POLYETHYLENE GLYCOL 3350,"",16,16.0,354,203.75,"",*,"",*,"","","",= 41.0
-1733620957,BRAY,ANGELA,PENSACOLA,FL,Physician Assistant,S,LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,"",13,13.0,365,110.08,"",*,13,"",13.0,365,110.08,= 43.0
2117915884,BADIKA,NDOFUNSU,CHARLOTTE,NC,Internal Medicine,S,BYSTOLIC,NEBIVOLOL HCL,"",21,27.0,810,3277.3,"",*,"",*,"","","",= 36.0
-1612421808,ALOKEH,WAEL,ARCADIA,FL,Internal Medicine,S,NOVOLOG MIX 70-30,INSULIN ASPART PROT/INSULN ASP,"",13,32.8,972,11493.28,"",*,"",*,"","","",= 40.0
2016009855,KABTIMER,HAILU,HENDERSONVILLE,TN,Internal Medicine,S,SEROQUEL XR,QUETIAPINE FUMARATE,"",36,36.0,1080,21840.65,"",*,24,"",24.0,720,12705.41,= 46.0
-1975016716,NEUBACH,PAUL,DALLAS,TX,Internal Medicine,S,ANDROGEL,TESTOSTERONE,"",13,13.0,290,6638.09,"",*,13,"",13.0,290,6638.09,= 36.0
-2066821124,RAJESH,BRAHMAIAH,SAINT JOHNS,MI,Internal Medicine,S,MIRTAZAPINE,MIRTAZAPINE,29,110,146.0,4308,1501.6,"",#,"",#,"","","",= 45.0
-2097239823,FURIA,ROBERT,DREXEL HILL,PA,Internal Medicine,S,ALENDRONATE SODIUM,ALENDRONATE SODIUM,"",21,21.0,614,160.36,"",*,21,"",21.0,614,160.36,= 50.0
-2015981043,EAPEN,RENE,NEW YORK,NY,Student in an Organized Health Care Education/Training Program,T,WARFARIN SODIUM,WARFARIN SODIUM,13,36,36.1,520,158.95,"",*,23,"",23.0,280,82.2,= 46.0
-1602303767,HENNAN,FLOYD,SAN AUGUSTINE,TX,Family Practice,S,ELIQUIS,APIXABAN,11,74,76.0,1411,16930.44,"",#,"",#,"","","",= 32.0
-1905065238,CAPILI,ARIEL,ROANOKE,VA,Family Practice,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,58,61,63.0,1875,627.68,46,"",47,"",47.0,1395,490.17,= 32.0
2107158034,SPIKES,CHRISTOPHER,LAKEWOOD,WA,Physician Assistant,S,ONDANSETRON ODT,ONDANSETRON,41,41,41.0,213,501.4,"",#,"",#,"","","",= 45.0
-1450729933,MALTERS,EDWARD,BILLINGS,MT,Internal Medicine,S,SUCRALFATE,SUCRALFATE,"",21,33.0,950,734.93,"",#,"",#,"","","",= 46.0
2086670593,LITTRELL,DAVID,FLORENCE,KY,Family Practice,S,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL,"",36,60.0,1800,1125.5,"",*,24,"",48.0,1440,985.16,= 34.0
-1824475912,SHALBY,CYNTHIA,CRESCENT CITY,CA,Physician Assistant,S,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,11,47,71.4,2067,262.8,"",*,30,"",48.2,1414,192.97,= 43.0
-1884740885,BALBOA-AZURA,JOSIE JOY,SURPRISE,AZ,Nurse Practitioner,S,FENOFIBRATE,"FENOFIBRATE,MICRONIZED","",12,12.0,360,602.41,"",*,"",*,"","","",= 49.0
-2046630050,NEMUTH,MARCUS,BELLEVUE,WA,Psychiatry,S,LITHIUM CARBONATE,LITHIUM CARBONATE,"",21,21.0,150,127.9,0,"",0,"",0.0,0,0.0,= 39.0
-1693109488,EDOKA,EMMANUEL,AUSTIN,TX,Family Practice,S,CARBAMAZEPINE,CARBAMAZEPINE,"",37,47.0,1410,2750.47,"",*,"",*,"","","",= 49.0
2086682664,ARCEMENT,BRIAN,FORT MYERS,FL,Interventional Cardiology,S,KLOR-CON M10,POTASSIUM CHLORIDE,"",11,14.0,420,93.1,"",*,"",*,"","","",= 51.0
2076542555,OLUSANYA,OLADELE,DALLAS,TX,Family Practice,S,UNIFINE PENTIPS,"PEN NEEDLE, DIABETIC","",21,22.7,681,477.62,"",*,"",*,"","","",= 32.0
-1733167981,DOLALIE KELSCH,ANGELA,FARGO,ND,Nurse Practitioner,S,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,12,29,79.0,2370,98.37,12,"",29,"",79.0,2370,98.37,= 51.0
-1743713016,OUSEPH,FLORENCE,HURST,TX,Psychiatry,S,THIOTHIXENE,THIOTHIXENE,"",13,13.0,365,555.92,"",*,"",*,"","","",= 44.0
-1733336637,DONOVAN,MARY,BEAUFORT,SC,Nurse Practitioner,S,LYRICA,PREGABALIN,"",11,23.0,690,9715.22,"",*,11,"",23.0,690,9715.22,= 38.0
-2097191733,CHO,SUSAN,CORVALLIS,OR,Critical Care (Intensivists),S,CEPHALEXIN,CEPHALEXIN,"",16,16.0,170,113.37,"",*,"",*,"","","",= 51.0
-1309185763,VESSELY,PAUL,NEW WHITELAND,IN,Family Practice,S,WARFARIN SODIUM,WARFARIN SODIUM,24,285,355.7,7460,2425.2,"",#,186,"",256.7,6151,1827.78,= 36.0
-1378995779,SANCHEZ,SUE,MINDEN,NV,Internal Medicine,S,ENALAPRIL MALEATE,ENALAPRIL MALEATE,"",62,102.1,3041,1657.25,"",#,"",#,"","","",= 47.0
-1602285335,CONNER,ANNE,ANDERSON,IN,Nurse Practitioner,S,DEXILANT,DEXLANSOPRAZOLE,"",14,16.0,468,3682.12,"",*,"",*,"","","",= 30.0
-1974996908,WELCH BASULTO,LEONEL,BONIFAY,FL,Family Practice,S,VENTOLIN HFA,ALBUTEROL SULFATE,18,47,51.9,1441,3521.85,"",*,28,"",32.1,933,2688.7,= 31.0
-1430447333,PLUMLY,SALLY,PUYALLUP,WA,Nurse Practitioner,S,CLOZAPINE,CLOZAPINE,15,217,217.4,5680,44548.65,"",*,60,"",60.0,1486,10044.92,= 49.0
-1642471422,RYAN,PATRICIA,WESTERVILLE,OH,Internal Medicine,S,RISPERIDONE,RISPERIDONE,"",11,15.0,450,191.0,"",*,11,"",15.0,450,191.0,= 53.0
-1602326314,FREYNE,BRIGID,MURRIETA,CA,Rheumatology,S,PREMARIN,"ESTROGENS, CONJUGATED","",17,27.0,808,3677.85,"",#,"",#,"","","",= 35.0
2056705146,STROUD,JARED,COLUMBUS,OH,Internal Medicine,S,SPIRONOLACTONE,SPIRONOLACTONE,"",13,13.0,390,70.0,"",*,"",*,"","","",= 31.0
-1844677249,MORENO,TONY,UVALDE,TX,Physician Assistant,S,VALSARTAN-HYDROCHLOROTHIAZIDE,VALSARTAN/HYDROCHLOROTHIAZIDE,12,51,115.0,3450,2175.31,"",#,"",#,"","","",= 34.0
-1864920184,BOOZER,JAMES,MODESTO,CA,Internal Medicine,S,AMOXICILLIN-CLAVULANATE POTASS,AMOXICILLIN/POTASSIUM CLAV,111,127,127.0,1258,2154.36,"",#,"",#,"","","",= 41.0
-1581833265,JONES,DAVID,SMITHS GROVE,KY,Physician Assistant,S,METHYLPREDNISOLONE,METHYLPREDNISOLONE,52,67,71.0,565,1285.5,"",#,"",#,"","","",= 32.0
-1834475209,MENDEZ-CASTELLANOS,LUIS,NEW YORK,NY,Internal Medicine,S,FENOFIBRATE,FENOFIBRATE,"",26,48.0,1440,1451.21,"",#,"",#,"","","",= 42.0
2006022238,MARAGH,LETICIA,NEWCASTLE,WA,Family Practice,S,CRESTOR,ROSUVASTATIN CALCIUM,"",12,20.0,600,4495.41,"",*,"",*,"","","",= 33.0
-1521408939,CRAWFORD,LINDA,PLYMOUTH,NH,Internal Medicine,S,ACYCLOVIR,ACYCLOVIR,"",13,13.0,266,212.51,"",#,"",#,"","","",= 33.0
-1834580553,GERSTMAN,IRA,FORT WASHINGTON,PA,Family Practice,S,PROPRANOLOL HCL,PROPRANOLOL HCL,"",16,16.0,480,377.12,"",*,16,"",16.0,480,377.12,= 30.0
-1420299263,ANTONCIC,RUDOLPH,MCKEESPORT,PA,Internal Medicine,S,FLUDROCORTISONE ACETATE,FLUDROCORTISONE ACETATE,"",19,27.0,810,623.03,"",*,"",*,"","","",= 54.0
2107800170,BYRKIT,GRETCHEN,DECATUR,IL,Obstetrics & Gynecology,S,ESTRACE,ESTRADIOL,11,23,37.0,1095,6161.71,11,"",23,"",37.0,1095,6161.71,= 46.0
-1581897897,MASON,CHARLOTTE,JACKSON,WY,Nurse Practitioner,S,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,20,57,167.0,5010,1372.24,"",#,"",#,"","","",= 30.0
-1713119326,ANCOCK,BENEDICT,SAN FRANCISCO,CA,Internal Medicine,S,CARVEDILOL,CARVEDILOL,12,19,48.5,1427,210.81,12,"",19,"",48.5,1427,210.81,= 43.0
2107860009,HASHEM,JOSEPH,BERKELEY SPRINGS,WV,Internal Medicine,S,VALSARTAN-HYDROCHLOROTHIAZIDE,VALSARTAN/HYDROCHLOROTHIAZIDE,14,64,124.0,3720,1747.85,14,"",64,"",124.0,3720,1747.85,= 47.0
-1581028643,PATEL,DHIRAJ,FT LAUDERDALE,FL,Internal Medicine,S,FINASTERIDE,FINASTERIDE,12,37,109.0,3270,579.99,12,"",37,"",109.0,3270,579.99,= 54.0
-1551345540,OVERMYER,CORINNE,KALAMAZOO,MI,Nurse Practitioner,S,LATUDA,LURASIDONE HCL,"",45,45.0,1137,36578.0,"",*,"",*,"","","",= 54.0
-1299067658,RABIN,NINA,SAN DIEGO,CA,Internal Medicine,S,DULOXETINE HCL,DULOXETINE HCL,"",48,68.2,2010,6070.72,"",#,"",#,"","","",= 48.0
2127048833,BEYLINSON,ALEXANDER,STATEN ISLAND,NY,Internal Medicine,S,NABUMETONE,NABUMETONE,"",17,17.0,510,307.67,"",*,"",*,"","","",= 50.0
